User_ID,UTC_Time,Account,Operation,Coin,Change,Remark
40089160,2022-05-05 19:48:48,SPOT,Thirdparty Wallet Transfer,USDT,500.00000000,""
40089160,2022-05-06 06:44:14,SPOT,Thirdparty Wallet Transfer,USDT,550.00000000,""
40089160,2022-05-06 06:50:19,SPOT,transfer_out,USDT,-1050.00000000,""
40089160,2022-05-06 06:50:19,USDT-Futures,transfer_in,USDT,1050.00000000,""
40089160,2022-05-06 06:50:20,USDT-Futures,Transfer Between Spot Account and UM Futures Account,USDT,1050.00000000,""
40089160,2022-05-06 06:50:20,SPOT,Transfer Between Spot Account and UM Futures Account,USDT,-1050.00000000,""
40089160,2022-05-06 06:51:04,USDT-Futures,Fee,USDT,-0.40768000,""
40089160,2022-05-06 06:51:18,USDT-Futures,Fee,USDT,-0.42224000,""
40089160,2022-05-06 07:22:32,USDT-Futures,Fee,USDT,-0.33479904,""
40089160,2022-05-06 07:22:32,USDT-Futures,Realize profit and loss,USDT,0.04400000,""
40089160,2022-05-06 07:22:32,USDT-Futures,Realize profit and loss,USDT,0.24640000,""
40089160,2022-05-06 07:22:32,USDT-Futures,Fee,USDT,-0.40758144,""
40089160,2022-05-06 07:22:32,USDT-Futures,Fee,USDT,-0.07278240,""
40089160,2022-05-06 07:22:32,USDT-Futures,Fee,USDT,-0.01455648,""
40089160,2022-05-06 07:22:32,USDT-Futures,Realize profit and loss,USDT,0.00880000,""
40089160,2022-05-06 07:22:32,USDT-Futures,Realize profit and loss,USDT,0.20239999,""
40089160,2022-05-06 07:22:55,USDT-Futures,Fee,USDT,-0.39301848,""
40089160,2022-05-06 07:22:55,USDT-Futures,Fee,USDT,-0.01455624,""
40089160,2022-05-06 07:22:55,USDT-Futures,Fee,USDT,-0.14556240,""
40089160,2022-05-06 07:22:55,USDT-Futures,Fee,USDT,-1.52840520,""
40089160,2022-05-06 07:53:50,USDT-Futures,Fee,USDT,-2.07691484,""
40089160,2022-05-06 07:53:50,USDT-Futures,Realize profit and loss,USDT,11.56870000,""
40089160,2022-05-06 08:40:30,USDT-Futures,Fee,USDT,-2.10191999,""
40089160,2022-05-06 16:00:00,USDT-Futures,Funding Fee,USDT,0.21901706,""
40089160,2022-05-07 00:00:00,USDT-Futures,Funding Fee,USDT,-0.27521389,""
40089160,2022-05-07 08:00:00,USDT-Futures,Funding Fee,USDT,0.31222675,""
40089160,2022-05-07 16:00:00,USDT-Futures,Funding Fee,USDT,0.03716482,""
40089160,2022-05-08 00:00:00,USDT-Futures,Funding Fee,USDT,-0.13674209,""
40089160,2022-05-08 08:00:00,USDT-Futures,Funding Fee,USDT,0.50160521,""
40089160,2022-05-08 16:00:00,USDT-Futures,Funding Fee,USDT,0.49814722,""
40089160,2022-05-09 00:00:00,USDT-Futures,Funding Fee,USDT,0.49346157,""
40089160,2022-05-09 08:00:00,USDT-Futures,Funding Fee,USDT,0.48592199,""
40089160,2022-05-09 16:00:00,USDT-Futures,Funding Fee,USDT,0.46902767,""
