User_ID,UTC_Time,Account,Operation,Coin,Change,Remark
40089160,2021-04-01 18:50:26,SPOT,Small Assets Exchange BNB,NPXS,-0.32900000,""
40089160,2021-04-01 18:50:26,SPOT,Small Assets Exchange BNB,BNB,0.00000722,""
40089160,2021-04-01 18:50:26,SPOT,Small Assets Exchange BNB,LINA,-0.00715000,""
40089160,2021-04-01 18:50:26,SPOT,Small Assets Exchange BNB,BNB,0.00000293,""
40089160,2021-04-05 13:25:43,SPOT,Deposit,USDT,489.95000000,""
40089160,2021-04-05 13:27:16,SPOT,transfer_out,USDT,-90.00000000,""
40089160,2021-04-05 13:27:25,IsolatedMargin,Fee,USDT,-0.18025484,""
40089160,2021-04-05 13:27:25,IsolatedMargin,Sell,STX,-71.07000000,""
40089160,2021-04-05 13:27:25,IsolatedMargin,Buy,USDT,180.25484100,""
40089160,2021-04-05 13:27:26,IsolatedMargin,IsolatedMargin Loan,STX,71.07000000,""
40089160,2021-04-05 13:27:42,SPOT,transfer_out,USDT,-400.21679082,""
40089160,2021-04-05 13:30:53,IsolatedMargin,Fee,USDT,-0.20769371,""
40089160,2021-04-05 13:30:53,IsolatedMargin,Sell,STX,-78.98000000,""
40089160,2021-04-05 13:30:53,IsolatedMargin,Buy,USDT,207.69370600,""
40089160,2021-04-05 13:30:54,IsolatedMargin,IsolatedMargin Loan,STX,78.98000000,""
40089160,2021-04-05 14:04:23,IsolatedMargin,Fee,STX,-0.13505400,""
40089160,2021-04-05 14:04:23,IsolatedMargin,Sell,USDT,-334.01855400,""
40089160,2021-04-05 14:04:23,IsolatedMargin,Buy,STX,150.06000000,""
40089160,2021-04-05 14:05:11,IsolatedMargin,Fee,STX,-0.00534000,""
40089160,2021-04-05 14:05:11,IsolatedMargin,Buy,STX,5.34000000,""
40089160,2021-04-05 14:05:11,IsolatedMargin,Sell,USDT,-11.98082400,""
40089160,2021-04-05 14:05:17,IsolatedMargin,transfer_out,STX,-150.05118791,""
40089160,2021-04-05 14:05:18,IsolatedMargin,IsolatedMargin Repayment,STX,-150.05118791,""
40089160,2021-04-05 14:05:24,IsolatedMargin,Buy,USDT,11.64384000,""
40089160,2021-04-05 14:05:24,IsolatedMargin,Fee,USDT,-0.01164384,""
40089160,2021-04-05 14:05:24,IsolatedMargin,Sell,STX,-5.20000000,""
40089160,2021-04-05 14:05:39,SPOT,transfer_in,USDT,543.41020743,""
40089160,2021-04-05 14:05:39,IsolatedMargin,transfer_out,USDT,-543.41020743,""
40089160,2021-04-05 14:16:07,SPOT,transfer_out,USDT,-143.00000000,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Buy,USDT,51.43596500,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Buy,USDT,51.43596500,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Buy,USDT,36.58393200,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Buy,USDT,12.08052300,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Sell,MITH,-315.50000000,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Fee,USDT,-0.03216385,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Buy,USDT,51.43596500,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Fee,USDT,-0.05143597,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Fee,USDT,-0.03658393,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Buy,USDT,51.43596500,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Sell,MITH,-315.50000000,""
40089160,2021-04-05 14:16:22,IsolatedMargin,IsolatedMargin Loan,MITH,1757.71488652,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Sell,MITH,-74.10000000,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Fee,USDT,-0.05143597,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Sell,MITH,-315.50000000,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Fee,USDT,-0.01208052,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Fee,USDT,-0.05143597,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Sell,MITH,-315.50000000,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Sell,MITH,-197.30000000,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Buy,USDT,32.16384600,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Fee,USDT,-0.05143597,""
40089160,2021-04-05 14:16:22,IsolatedMargin,Sell,MITH,-224.40000000,""
40089160,2021-04-05 14:16:42,SPOT,transfer_out,USDT,-400.41020743,""
40089160,2021-04-05 14:36:41,IsolatedMargin,IsolatedMargin Loan,MITH,2448.90000000,""
40089160,2021-04-05 14:47:08,IsolatedMargin,IsolatedMargin Loan,MITH,903.30000000,""
40089160,2021-04-05 14:52:01,IsolatedMargin,transfer_out,MITH,-903.30000000,""
40089160,2021-04-05 14:52:02,IsolatedMargin,IsolatedMargin Repayment,MITH,-903.30000000,""
40089160,2021-04-05 14:52:03,IsolatedMargin,IsolatedMargin Repayment,MITH,-2448.90000000,""
40089160,2021-04-05 14:52:03,IsolatedMargin,transfer_out,MITH,-2448.90000000,""
40089160,2021-04-05 15:17:50,IsolatedMargin,IsolatedMargin Loan,MITH,1256.00000000,""
40089160,2021-04-05 15:17:51,IsolatedMargin,Sell,MITH,-1256.00000000,""
40089160,2021-04-05 15:17:51,IsolatedMargin,Buy,USDT,203.45944000,""
40089160,2021-04-05 15:17:51,IsolatedMargin,Fee,USDT,-0.18311350,""
40089160,2021-04-05 15:31:45,IsolatedMargin,Buy,USDT,162.60504000,""
40089160,2021-04-05 15:31:45,IsolatedMargin,Sell,MITH,-963.30000000,""
40089160,2021-04-05 15:31:45,IsolatedMargin,Fee,USDT,-0.16260504,""
40089160,2021-04-05 15:31:45,IsolatedMargin,IsolatedMargin Loan,MITH,963.30000000,""
40089160,2021-04-05 16:36:04,IsolatedMargin,Buy,MITH,3977.50000000,""
40089160,2021-04-05 16:36:04,IsolatedMargin,Sell,USDT,-606.21077500,""
40089160,2021-04-05 16:36:04,IsolatedMargin,Fee,MITH,-3.97750000,""
40089160,2021-04-05 16:36:41,IsolatedMargin,Sell,USDT,-11.99299500,""
40089160,2021-04-05 16:36:41,IsolatedMargin,Buy,MITH,77.70000000,""
40089160,2021-04-05 16:36:41,IsolatedMargin,Fee,MITH,-0.07770000,""
40089160,2021-04-05 16:36:48,IsolatedMargin,transfer_out,MITH,-3977.53201661,""
40089160,2021-04-05 16:36:48,IsolatedMargin,IsolatedMargin Repayment,MITH,-3977.53201661,""
40089160,2021-04-05 16:36:55,IsolatedMargin,Fee,USDT,-0.01135133,""
40089160,2021-04-05 16:36:55,IsolatedMargin,Buy,USDT,11.35132800,""
40089160,2021-04-05 16:36:55,IsolatedMargin,Sell,MITH,-73.60000000,""
40089160,2021-04-05 16:37:22,SPOT,transfer_in,USDT,588.55076438,""
40089160,2021-04-05 16:37:22,IsolatedMargin,transfer_out,USDT,-588.55076438,""
40089160,2021-04-05 16:45:25,SPOT,Buy,OXT,19.25000000,""
40089160,2021-04-05 16:45:25,SPOT,Fee,OXT,-0.63390000,""
40089160,2021-04-05 16:45:25,SPOT,Buy,OXT,25.85000000,""
40089160,2021-04-05 16:45:25,SPOT,Sell,USDT,-21.97250000,""
40089160,2021-04-05 16:45:25,SPOT,Buy,OXT,633.90000000,""
40089160,2021-04-05 16:45:25,SPOT,Sell,USDT,-11.06370400,""
40089160,2021-04-05 16:45:25,SPOT,Buy,OXT,13.01000000,""
